"response_id","experience"
"GEN24_1014847","Visit a Maori marae (a Maori meeting place)"
"GEN24_1014848","See Maori art or crafts being created"
"GEN24_1014850","None of these"
"GEN24_1014861","None of these"
"GEN24_1014865","None of these"
"GEN24_1014867","None of these"
"GEN24_1014868","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1014868","Some other Maori cultural activity"
"GEN24_1014868","Visit a Maori marae (a Maori meeting place)"
"GEN24_1014869","None of these"
"GEN24_1014879","None of these"
"GEN24_1014881","None of these"
"GEN24_1014883","Eat Maori traditional food"
"GEN24_1014883","See Maori art or crafts being created"
"GEN24_1014883","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1014883","Visit a Maori marae (a Maori meeting place)"
"GEN24_1014883","Watch a live Maori performance"
"GEN24_1014887","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1014890","Visit a Maori marae (a Maori meeting place)"
"GEN24_1014892","Some other Maori cultural activity"
"GEN24_1014895","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1014895","Some other Maori cultural activity"
"GEN24_1014895","Visit a Maori family in their home"
"GEN24_1014895","Visit a Maori marae (a Maori meeting place)"
"GEN24_1014895","Watch a live Maori performance"
"GEN24_1014900","None of these"
"GEN24_1014902","See Maori art or crafts being created"
"GEN24_1014902","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1014902","Visit a Maori marae (a Maori meeting place)"
"GEN24_1014902","Watch a live Maori performance"
"GEN24_1014903","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1014906","None of these"
"GEN24_1014908","None of these"
"GEN24_1014930","None of these"
"GEN24_1014934","None of these"
"GEN24_1014939","None of these"
"GEN24_1014953","See Maori art or crafts being created"
"GEN24_1014953","Visit a Maori marae (a Maori meeting place)"
"GEN24_1014954","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1014954","Watch a live Maori performance"
"GEN24_1014958","None of these"
"GEN24_1014959","None of these"
"GEN24_1014961","None of these"
"GEN24_1014963","None of these"
"GEN24_1014964","Visit a Maori marae (a Maori meeting place)"
"GEN24_1014965","See Maori art or crafts being created"
"GEN24_1014965","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1014970","None of these"
"GEN24_1014975","Eat Maori traditional food"
"GEN24_1014975","Watch a live Maori performance"
"GEN24_1014978","None of these"
"GEN24_1014980","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1014989","None of these"
"GEN24_1014991","None of these"
"GEN24_1014995","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1014995","Visit a Maori marae (a Maori meeting place)"
"GEN24_1014997","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1015006","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1015009","Visit a Maori marae (a Maori meeting place)"
"GEN24_1015012","None of these"
"GEN24_1015013","None of these"
"GEN24_1015014","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1015015","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1015015","Visit a Maori marae (a Maori meeting place)"
"GEN24_1015018","None of these"
"GEN24_1015026","Visit a Maori family in their home"
"GEN24_1015026","Visit a Maori marae (a Maori meeting place)"
"GEN24_1015027","Eat Maori traditional food"
"GEN24_1015027","Watch a live Maori performance"
"GEN24_1015028","None of these"
"GEN24_1015035","Visit a Maori family in their home"
"GEN24_1015038","Visit a Maori marae (a Maori meeting place)"
"GEN24_1015039","None of these"
"GEN24_1015041","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1015041","Some other Maori cultural activity"
"GEN24_1015045","See Maori art or crafts being created"
"GEN24_1015045","Visit a Maori marae (a Maori meeting place)"
"GEN24_1015045","Watch a live Maori performance"
"GEN24_1015050","None of these"
"GEN24_1015053","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1015053","Visit a Maori marae (a Maori meeting place)"
"GEN24_1015066","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1015074","Eat Maori traditional food"
"GEN24_1015076","None of these"
"GEN24_1015082","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1015086","Visit a Maori family in their home"
"GEN24_1015086","Visit a Maori marae (a Maori meeting place)"
"GEN24_1015087","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1015112","Visit a Maori marae (a Maori meeting place)"
"GEN24_1015113","Eat Maori traditional food"
"GEN24_1015113","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1015113","Some other Maori cultural activity"
"GEN24_1015113","Visit a Maori marae (a Maori meeting place)"
"GEN24_1015113","Watch a live Maori performance"
"GEN24_1015116","None of these"
"GEN24_1015118","None of these"
"GEN24_1015131","Eat Maori traditional food"
"GEN24_1015139","None of these"
"GEN24_1015164","Eat Maori traditional food"
"GEN24_1015164","See Maori art or crafts being created"
"GEN24_1015164","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1015164","Visit a Maori marae (a Maori meeting place)"
"GEN24_1015164","Watch a live Maori performance"
"GEN24_1015166","See Maori art or crafts being created"
"GEN24_1015166","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1015166","Some other Maori cultural activity"
"GEN24_1015170","None of these"
"GEN24_1015175","None of these"
"GEN24_1015185","Eat Maori traditional food"
"GEN24_1015185","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1015185","Visit a Maori marae (a Maori meeting place)"
"GEN24_1015185","Watch a live Maori performance"
"GEN24_1015187","None of these"
"GEN24_1015189","See Maori art or crafts being created"
"GEN24_1015190","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1015190","Visit a Maori marae (a Maori meeting place)"
"GEN24_1015191","None of these"
"GEN24_1015194","None of these"
"GEN24_1015198","None of these"
"GEN24_1015199","None of these"
"GEN24_1015202","Eat Maori traditional food"
"GEN24_1015202","Some other Maori cultural activity"
"GEN24_1015204","None of these"
"GEN24_1015207","None of these"
"GEN24_1015210","None of these"
"GEN24_1015211","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1015211","Visit a Maori marae (a Maori meeting place)"
"GEN24_1015217","None of these"
"GEN24_1015219","None of these"
"GEN24_1015223","Some other Maori cultural activity"
"GEN24_1015224","Eat Maori traditional food"
"GEN24_1015227","None of these"
"GEN24_1015230","None of these"
"GEN24_1015232","None of these"
"GEN24_1015243","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1015243","Visit a Maori marae (a Maori meeting place)"
"GEN24_1015243","Watch a live Maori performance"
"GEN24_1015245","None of these"
"GEN24_1015249","Eat Maori traditional food"
"GEN24_1015249","See Maori art or crafts being created"
"GEN24_1015249","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1015249","Some other Maori cultural activity"
"GEN24_1015249","Watch a live Maori performance"
"GEN24_1015259","None of these"
"GEN24_1015260","None of these"
"GEN24_1015266","None of these"
"GEN24_1015270","None of these"
"GEN24_1015273","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1015276","None of these"
"GEN24_1015277","None of these"
"GEN24_1015283","None of these"
"GEN24_1015288","None of these"
"GEN24_1015293","None of these"
"GEN24_1015294","None of these"
"GEN24_1015295","None of these"
"GEN24_1015304","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1015305","None of these"
"GEN24_1015311","None of these"
"GEN24_1015317","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1015317","Some other Maori cultural activity"
"GEN24_1015317","Visit a Maori marae (a Maori meeting place)"
"GEN24_1015319","None of these"
"GEN24_1015322","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1015322","Watch a live Maori performance"
"GEN24_1015324","None of these"
"GEN24_1015325","None of these"
"GEN24_1015334","None of these"
"GEN24_1015335","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1015336","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1015336","Some other Maori cultural activity"
"GEN24_1015336","Visit a Maori marae (a Maori meeting place)"
"GEN24_1015338","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1015339","None of these"
"GEN24_1015343","None of these"
"GEN24_1015346","None of these"
"GEN24_1015349","None of these"
"GEN24_1015358","None of these"
"GEN24_1015362","None of these"
"GEN24_1015369","None of these"
"GEN24_1015372","None of these"
"GEN24_1015378","None of these"
"GEN24_1015383","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1015388","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1015397","None of these"
"GEN24_1015407","None of these"
"GEN24_1015410","None of these"
"GEN24_1015414","None of these"
"GEN24_1015416","None of these"
"GEN24_1015427","None of these"
"GEN24_1015428","None of these"
"GEN24_1015431","None of these"
"GEN24_1015438","None of these"
"GEN24_1015442","None of these"
"GEN24_1015446","None of these"
"GEN24_1015450","See Maori art or crafts being created"
"GEN24_1015450","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1015450","Visit a Maori marae (a Maori meeting place)"
"GEN24_1015452","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1015454","Visit a Maori marae (a Maori meeting place)"
"GEN24_1015459","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1015461","Eat Maori traditional food"
"GEN24_1015461","Watch a live Maori performance"
"GEN24_1015463","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1015465","None of these"
"GEN24_1015477","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1015477","Visit a Maori family in their home"
"GEN24_1015477","Visit a Maori marae (a Maori meeting place)"
"GEN24_1015479","None of these"
"GEN24_1015480","None of these"
"GEN24_1015490","None of these"
"GEN24_1015496","None of these"
"GEN24_1015502","None of these"
"GEN24_1015506","None of these"
"GEN24_1015515","None of these"
"GEN24_1015519","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1015520","None of these"
"GEN24_1015521","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1015524","None of these"
"GEN24_1015526","Eat Maori traditional food"
"GEN24_1015526","Some other Maori cultural activity"
"GEN24_1015526","Visit a Maori family in their home"
"GEN24_1015526","Visit a Maori marae (a Maori meeting place)"
"GEN24_1015529","Eat Maori traditional food"
"GEN24_1015529","Some other Maori cultural activity"
"GEN24_1015529","Watch a live Maori performance"
"GEN24_1015530","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1015531","None of these"
"GEN24_1015532","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1015533","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1015535","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1015535","Visit a Maori marae (a Maori meeting place)"
"GEN24_1015542","None of these"
"GEN24_1015548","None of these"
"GEN24_1015552","None of these"
"GEN24_1015562","None of these"
"GEN24_1015572","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1015579","Eat Maori traditional food"
"GEN24_1015585","None of these"
"GEN24_1015587","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1015592","None of these"
"GEN24_1015593","None of these"
"GEN24_1015594","Some other Maori cultural activity"
"GEN24_1015596","None of these"
"GEN24_1015609","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1015610","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1015611","None of these"
"GEN24_1015618","Watch a live Maori performance"
"GEN24_1015621","None of these"
"GEN24_1015622","None of these"
"GEN24_1015625","Eat Maori traditional food"
"GEN24_1015625","Visit a Maori marae (a Maori meeting place)"
"GEN24_1015625","Watch a live Maori performance"
"GEN24_1015627","Eat Maori traditional food"
"GEN24_1015627","See Maori art or crafts being created"
"GEN24_1015627","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1015627","Some other Maori cultural activity"
"GEN24_1015627","Visit a Maori family in their home"
"GEN24_1015627","Visit a Maori marae (a Maori meeting place)"
"GEN24_1015627","Watch a live Maori performance"
"GEN24_1015630","None of these"
"GEN24_1015633","None of these"
"GEN24_1015641","Eat Maori traditional food"
"GEN24_1015641","Visit a Maori marae (a Maori meeting place)"
"GEN24_1015641","Watch a live Maori performance"
"GEN24_1015645","None of these"
"GEN24_1015646","None of these"
"GEN24_1015651","None of these"
"GEN24_1015652","None of these"
"GEN24_1015653","None of these"
"GEN24_1015654","None of these"
"GEN24_1015661","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1015669","None of these"
"GEN24_1015673","None of these"
"GEN24_1015677","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1015677","Some other Maori cultural activity"
"GEN24_1015677","Visit a Maori marae (a Maori meeting place)"
"GEN24_1015678","None of these"
"GEN24_1015680","Visit a Maori family in their home"
"GEN24_1015680","Visit a Maori marae (a Maori meeting place)"
"GEN24_1015681","None of these"
"GEN24_1015684","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1015684","Visit a Maori marae (a Maori meeting place)"
"GEN24_1015685","None of these"
"GEN24_1015687","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1015700","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1015700","Visit a Maori marae (a Maori meeting place)"
"GEN24_1015704","None of these"
"GEN24_1015706","None of these"
"GEN24_1015710","Eat Maori traditional food"
"GEN24_1015710","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1015710","Visit a Maori marae (a Maori meeting place)"
"GEN24_1015710","Watch a live Maori performance"
"GEN24_1015715","None of these"
"GEN24_1015716","None of these"
"GEN24_1015717","None of these"
"GEN24_1015723","None of these"
"GEN24_1015724","None of these"
"GEN24_1015726","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1015731","See Maori art or crafts being created"
"GEN24_1015731","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1015734","Eat Maori traditional food"
"GEN24_1015734","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1015734","Visit a Maori marae (a Maori meeting place)"
"GEN24_1015740","None of these"
"GEN24_1015742","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1015743","Eat Maori traditional food"
"GEN24_1015743","Watch a live Maori performance"
"GEN24_1015745","None of these"
"GEN24_1015749","None of these"
"GEN24_1015754","None of these"
"GEN24_1015757","None of these"
"GEN24_1015765","None of these"
"GEN24_1015767","See Maori art or crafts being created"
"GEN24_1015767","Visit a Maori marae (a Maori meeting place)"
"GEN24_1015767","Watch a live Maori performance"
"GEN24_1015771","None of these"
"GEN24_1015773","Eat Maori traditional food"
"GEN24_1015773","Visit a Maori family in their home"
"GEN24_1015778","None of these"
"GEN24_1015782","None of these"
"GEN24_1015784","None of these"
"GEN24_1015787","None of these"
"GEN24_1015789","None of these"
"GEN24_1015793","Some other Maori cultural activity"
"GEN24_1015795","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1015795","Visit a Maori marae (a Maori meeting place)"
"GEN24_1015795","Watch a live Maori performance"
"GEN24_1015799","None of these"
"GEN24_1015801","None of these"
"GEN24_1015803","Some other Maori cultural activity"
"GEN24_1015805","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1015808","Visit a Maori family in their home"
"GEN24_1015811","See Maori art or crafts being created"
"GEN24_1015811","Visit a Maori family in their home"
"GEN24_1015811","Visit a Maori marae (a Maori meeting place)"
"GEN24_1015817","Some other Maori cultural activity"
"GEN24_1015817","Watch a live Maori performance"
"GEN24_1015818","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1015818","Watch a live Maori performance"
"GEN24_1015821","None of these"
"GEN24_1015822","None of these"
"GEN24_1015842","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1015842","Visit a Maori marae (a Maori meeting place)"
"GEN24_1015845","None of these"
"GEN24_1015846","Some other Maori cultural activity"
"GEN24_1015857","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1015859","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1015863","Eat Maori traditional food"
"GEN24_1015863","See Maori art or crafts being created"
"GEN24_1015863","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1015863","Visit a Maori marae (a Maori meeting place)"
"GEN24_1015863","Watch a live Maori performance"
"GEN24_1015884","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1015884","Watch a live Maori performance"
"GEN24_1015887","None of these"
"GEN24_1015890","None of these"
"GEN24_1015902","None of these"
"GEN24_1015904","Some other Maori cultural activity"
"GEN24_1015913","None of these"
"GEN24_1015922","Visit a Maori marae (a Maori meeting place)"
"GEN24_1015931","None of these"
"GEN24_1015932","None of these"
"GEN24_1015935","None of these"
"GEN24_1015937","None of these"
"GEN24_1015946","None of these"
"GEN24_1015951","None of these"
"GEN24_1015956","None of these"
"GEN24_1015963","None of these"
"GEN24_1015966","None of these"
"GEN24_1015967","Eat Maori traditional food"
"GEN24_1015972","None of these"
"GEN24_1015973","See Maori art or crafts being created"
"GEN24_1015973","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1015974","None of these"
"GEN24_1015975","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1015975","Visit a Maori marae (a Maori meeting place)"
"GEN24_1015982","Eat Maori traditional food"
"GEN24_1015982","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1015982","Watch a live Maori performance"
"GEN24_1015984","None of these"
"GEN24_1015985","Eat Maori traditional food"
"GEN24_1015985","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1015985","Visit a Maori marae (a Maori meeting place)"
"GEN24_1016001","None of these"
"GEN24_1016021","Visit a Maori marae (a Maori meeting place)"
"GEN24_1016027","None of these"
"GEN24_1016032","Visit a Maori family in their home"
"GEN24_1016032","Visit a Maori marae (a Maori meeting place)"
"GEN24_1016032","Watch a live Maori performance"
"GEN24_1016033","None of these"
"GEN24_1016040","None of these"
"GEN24_1016049","Eat Maori traditional food"
"GEN24_1016049","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1016049","Visit a Maori marae (a Maori meeting place)"
"GEN24_1016049","Watch a live Maori performance"
"GEN24_1016050","None of these"
"GEN24_1016064","None of these"
"GEN24_1016066","None of these"
"GEN24_1016068","None of these"
"GEN24_1016069","Eat Maori traditional food"
"GEN24_1016069","See Maori art or crafts being created"
"GEN24_1016069","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1016069","Visit a Maori marae (a Maori meeting place)"
"GEN24_1016069","Watch a live Maori performance"
"GEN24_1016073","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1016082","None of these"
"GEN24_1016085","Some other Maori cultural activity"
"GEN24_1016085","Watch a live Maori performance"
"GEN24_1016089","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1016091","None of these"
"GEN24_1016093","None of these"
"GEN24_1016095","Eat Maori traditional food"
"GEN24_1016095","See Maori art or crafts being created"
"GEN24_1016095","Watch a live Maori performance"
"GEN24_1016097","None of these"
"GEN24_1016100","None of these"
"GEN24_1016101","Eat Maori traditional food"
"GEN24_1016101","Visit a Maori marae (a Maori meeting place)"
"GEN24_1016101","Watch a live Maori performance"
"GEN24_1016104","Some other Maori cultural activity"
"GEN24_1016104","Watch a live Maori performance"
"GEN24_1016106","None of these"
"GEN24_1016117","See Maori art or crafts being created"
"GEN24_1016117","Some other Maori cultural activity"
"GEN24_1016117","Visit a Maori marae (a Maori meeting place)"
"GEN24_1016121","Watch a live Maori performance"
"GEN24_1016125","None of these"
"GEN24_1016129","None of these"
"GEN24_1016131","None of these"
"GEN24_1016132","Visit a Maori marae (a Maori meeting place)"
"GEN24_1016132","Watch a live Maori performance"
"GEN24_1016135","None of these"
"GEN24_1016140","Eat Maori traditional food"
"GEN24_1016140","Visit a Maori marae (a Maori meeting place)"
"GEN24_1016147","See Maori art or crafts being created"
"GEN24_1016147","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1016147","Visit a Maori marae (a Maori meeting place)"
"GEN24_1016147","Watch a live Maori performance"
"GEN24_1016150","None of these"
"GEN24_1016152","Eat Maori traditional food"
"GEN24_1016152","Visit a Maori marae (a Maori meeting place)"
"GEN24_1016152","Watch a live Maori performance"
"GEN24_1016154","None of these"
"GEN24_1016157","None of these"
"GEN24_1016158","None of these"
"GEN24_1016159","Eat Maori traditional food"
"GEN24_1016159","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1016159","Some other Maori cultural activity"
"GEN24_1016159","Visit a Maori family in their home"
"GEN24_1016159","Visit a Maori marae (a Maori meeting place)"
"GEN24_1016159","Watch a live Maori performance"
"GEN24_1016160","Eat Maori traditional food"
"GEN24_1016160","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1016160","Visit a Maori family in their home"
"GEN24_1016160","Visit a Maori marae (a Maori meeting place)"
"GEN24_1016170","None of these"
"GEN24_1016171","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1016174","None of these"
"GEN24_1016188","Eat Maori traditional food"
"GEN24_1016188","Visit a Maori marae (a Maori meeting place)"
"GEN24_1016188","Watch a live Maori performance"
"GEN24_1016194","None of these"
"GEN24_1016198","None of these"
"GEN24_1016200","Eat Maori traditional food"
"GEN24_1016200","Visit a Maori family in their home"
"GEN24_1016200","Visit a Maori marae (a Maori meeting place)"
"GEN24_1016203","None of these"
"GEN24_1016210","Visit a Maori marae (a Maori meeting place)"
"GEN24_1016211","None of these"
"GEN24_1016216","None of these"
"GEN24_1016217","None of these"
"GEN24_1016218","None of these"
"GEN24_1016222","None of these"
"GEN24_1016223","None of these"
"GEN24_1016224","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1016226","None of these"
"GEN24_1016231","Eat Maori traditional food"
"GEN24_1016231","See Maori art or crafts being created"
"GEN24_1016231","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1016231","Visit a Maori marae (a Maori meeting place)"
"GEN24_1016231","Watch a live Maori performance"
"GEN24_1016242","See Maori art or crafts being created"
"GEN24_1016242","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1016242","Visit a Maori marae (a Maori meeting place)"
"GEN24_1016248","See Maori art or crafts being created"
"GEN24_1016248","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1016248","Watch a live Maori performance"
"GEN24_1016258","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1016258","Watch a live Maori performance"
"GEN24_1016259","See Maori art or crafts being created"
"GEN24_1016259","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1016259","Watch a live Maori performance"
"GEN24_1016261","None of these"
"GEN24_1016269","None of these"
"GEN24_1016271","None of these"
"GEN24_1016272","None of these"
"GEN24_1016274","None of these"
"GEN24_1016284","None of these"
"GEN24_1016288","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1016290","None of these"
"GEN24_1016293","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1016298","None of these"
"GEN24_1016300","None of these"
"GEN24_1016301","Visit a Maori marae (a Maori meeting place)"
"GEN24_1016302","None of these"
"GEN24_1016304","None of these"
"GEN24_1016312","None of these"
"GEN24_1016322","None of these"
"GEN24_1016325","None of these"
"GEN24_1016327","See Maori art or crafts being created"
"GEN24_1016327","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1016327","Visit a Maori marae (a Maori meeting place)"
"GEN24_1016342","Visit a Maori marae (a Maori meeting place)"
"GEN24_1016346","None of these"
"GEN24_1016356","Eat Maori traditional food"
"GEN24_1016356","See Maori art or crafts being created"
"GEN24_1016356","Some other Maori cultural activity"
"GEN24_1016356","Visit a Maori family in their home"
"GEN24_1016362","None of these"
"GEN24_1016363","None of these"
"GEN24_1016364","None of these"
"GEN24_1016366","None of these"
"GEN24_1016369","None of these"
"GEN24_1016379","See Maori art or crafts being created"
"GEN24_1016379","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1016379","Visit a Maori marae (a Maori meeting place)"
"GEN24_1016379","Watch a live Maori performance"
"GEN24_1016389","Some other Maori cultural activity"
"GEN24_1016389","Watch a live Maori performance"
"GEN24_1016392","None of these"
"GEN24_1016397","None of these"
"GEN24_1016399","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1016399","Some other Maori cultural activity"
"GEN24_1016399","Visit a Maori marae (a Maori meeting place)"
"GEN24_1016401","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1016411","See Maori art or crafts being created"
"GEN24_1016411","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1016411","Visit a Maori marae (a Maori meeting place)"
"GEN24_1016423","Visit a Maori marae (a Maori meeting place)"
"GEN24_1016429","Some other Maori cultural activity"
"GEN24_1016431","None of these"
"GEN24_1016433","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1016438","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1016440","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1016440","Visit a Maori marae (a Maori meeting place)"
"GEN24_1016440","Watch a live Maori performance"
"GEN24_1016441","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1016441","Visit a Maori marae (a Maori meeting place)"
"GEN24_1016441","Watch a live Maori performance"
"GEN24_1016447","None of these"
"GEN24_1016464","See Maori art or crafts being created"
"GEN24_1016464","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1016464","Visit a Maori marae (a Maori meeting place)"
"GEN24_1016464","Watch a live Maori performance"
"GEN24_1016465","None of these"
"GEN24_1016469","None of these"
"GEN24_1016470","None of these"
"GEN24_1016473","None of these"
"GEN24_1016474","None of these"
"GEN24_1016476","None of these"
"GEN24_1016478","None of these"
"GEN24_1016482","None of these"
"GEN24_1016489","None of these"
"GEN24_1016496","None of these"
"GEN24_1016497","Eat Maori traditional food"
"GEN24_1016497","Watch a live Maori performance"
"GEN24_1016499","Visit a Maori family in their home"
"GEN24_1016502","Eat Maori traditional food"
"GEN24_1016502","Visit a Maori marae (a Maori meeting place)"
"GEN24_1016502","Watch a live Maori performance"
"GEN24_1016509","Eat Maori traditional food"
"GEN24_1016509","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1016514","None of these"
"GEN24_1016517","None of these"
"GEN24_1016521","Eat Maori traditional food"
"GEN24_1016521","See Maori art or crafts being created"
"GEN24_1016521","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1016521","Visit a Maori marae (a Maori meeting place)"
"GEN24_1016521","Watch a live Maori performance"
"GEN24_1016522","Eat Maori traditional food"
"GEN24_1016522","See Maori art or crafts being created"
"GEN24_1016522","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1016522","Visit a Maori marae (a Maori meeting place)"
"GEN24_1016522","Watch a live Maori performance"
"GEN24_1016525","None of these"
"GEN24_1016528","None of these"
"GEN24_1016534","None of these"
"GEN24_1016539","None of these"
"GEN24_1016556","Eat Maori traditional food"
"GEN24_1016556","Watch a live Maori performance"
"GEN24_1016557","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1016557","Visit a Maori marae (a Maori meeting place)"
"GEN24_1016558","Eat Maori traditional food"
"GEN24_1016559","Visit a Maori marae (a Maori meeting place)"
"GEN24_1016559","Watch a live Maori performance"
"GEN24_1016567","None of these"
"GEN24_1016568","None of these"
"GEN24_1016576","None of these"
"GEN24_1016581","None of these"
"GEN24_1016589","None of these"
"GEN24_1016593","Eat Maori traditional food"
"GEN24_1016593","See Maori art or crafts being created"
"GEN24_1016593","Watch a live Maori performance"
"GEN24_1016596","None of these"
"GEN24_1016599","None of these"
"GEN24_1016600","None of these"
"GEN24_1016603","Visit a Maori marae (a Maori meeting place)"
"GEN24_1016608","None of these"
"GEN24_1016610","Eat Maori traditional food"
"GEN24_1016610","See Maori art or crafts being created"
"GEN24_1016610","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1016610","Some other Maori cultural activity"
"GEN24_1016610","Visit a Maori marae (a Maori meeting place)"
"GEN24_1016610","Watch a live Maori performance"
"GEN24_1016615","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1016616","None of these"
"GEN24_1016618","None of these"
"GEN24_1016626","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1016627","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1016628","None of these"
"GEN24_1016629","None of these"
"GEN24_1016633","Visit a Maori marae (a Maori meeting place)"
"GEN24_1016645","None of these"
"GEN24_1016648","None of these"
"GEN24_1016649","None of these"
"GEN24_1016664","Eat Maori traditional food"
"GEN24_1016664","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1016664","Watch a live Maori performance"
